,TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LASTTRADEID,VOLUMEDAY,VOLUMEDAYTO,VOLUME24HOUR,VOLUME24HOURTO,OPENDAY,HIGHDAY,LOWDAY,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,LASTMARKET,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,SUPPLY,MKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO,Ticker,Launched
EMPR,5,CCCAGG,EMPR,USD,4,7.5813e-09,1558534177,0.0,0.0,0,0.0,0.0,0.0,0.0,7.5813e-09,7.5813e-09,7.5813e-09,7.5813e-09,7.5813e-09,7.5813e-09,TokenStore,0.0,0.0,7.5813e-09,7.5813e-09,7.5813e-09,0.0,0.0,0.0,0.0,12000000000000.0,90975.59999999999,6364881823.950359,48.25407857191486,EMPR,2018-08-09
GOAL,5,CCCAGG,GOAL,USD,4,0.0001572054,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0001572054,0.0002358081,0.0001572054,0.0001572054,0.0002358081,0.0001572054,LiveCoin,0.0,0.0,0.0001572054,0.0001572054,0.0001572054,0.0,0.0,0.0,0.0,510000000.0,80174.754,307447.3713752,48.332386995986866,GOAL,2018-01-23
VIU,5,CCCAGG,VIU,USD,4,7.85974e-05,1558534261,0.0,0.0,0,0.0,0.0,0.0,0.0,7.85974e-05,7.85974e-05,7.85974e-05,7.85974e-05,7.85974e-05,7.85974e-05,BitZ,0.0,0.0,7.85974e-05,7.85974e-05,7.85974e-05,0.0,0.0,0.0,0.0,1000000000.0,78597.4,6569.999999999622,0.5163849179999702,VIU,2018-02-08
MNE,5,CCCAGG,MNE,USD,4,0.0132814565,1558534222,0.0,0.0,0,0.0,0.0,0.0,0.0,0.010530859,0.0132814565,0.009744974,0.010845213,0.0132814565,0.009744974,LiveCoin,0.0,0.0,0.0132814565,0.0132814565,0.0132814565,0.002436243500000001,22.463768115942038,0.0027505975,26.11940298507463,5863688.42752,77878.32277966029,17786.069933340008,236.22491412561322,MNE,2015-01-20
XQR,5,CCCAGG,XQR,USD,4,0.0021220866,1558534273,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0018077034,0.0021220866,0.0018077034,0.0018077034,0.0021220866,0.0018077034,TradeSatoshi,0.0,0.0,0.0021220866,0.0021220866,0.0021220866,0.00031438319999999974,17.391304347826072,0.00031438319999999974,17.391304347826072,34851244.8345852,73957.35965679245,7322.459530899999,15.538893249565172,XQR,2019-03-12
DAC,5,CCCAGG,DAC,USD,4,0.0034576432,1558534168,0.0,0.0,0,0.0,0.0,0.0,0.0,0.004479219600000001,0.0046363852,0.0033790604,0.0048721336,0.0049507164,0.0033790604,HADAX,0.0,0.0,0.003536226,0.0036933916,0.0033790604,-0.0014144904000000002,-29.03225806451613,-0.0010215764000000007,-22.80701754385966,21087903.3520932,72914.44562762226,63022686.583602816,217909.9637115255,DAC,2019-02-25
CRB,5,CCCAGG,CRB,USD,4,0.0042434712,1558534168,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0033790604,0.0047935508,0.0032218948,0.004007722799999999,0.0047935508,0.0032218948,LiveCoin,0.0,0.0,0.0042434712,0.0042434712,0.0042434712,0.00023574840000000017,5.8823529411764754,0.0008644107999999998,25.581395348837205,16900214.0719344,71715.57168808834,150451.46408849998,638.4364548573839,CRB,2017-06-14
SPK,5,CCCAGG,SPK,USD,4,0.0095886876,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.009431496,0.0102960498,0.009431496,0.0116321784,0.0143830314,0.008252559,TradeSatoshi,0.0,0.0,0.0095886876,0.0095886876,0.0095886876,-0.0020434908000000005,-17.567567567567572,0.0001571916000000003,1.66666666666667,7288735.3336157,69889.40611312272,140985.09195839002,1351.8620030462741,SPK,2018-02-22
BTT,5,CCCAGG,BTT,USD,4,0.001178547,1558534162,0.0,0.0,0,0.0,0.0,98369478.48530143,116749.0504077154,0.001178547,0.0012571168,0.0010999772,0.0012571168,0.0013356866,0.0010999772,HuobiPro,0.0,0.0,0.001178547,0.001178547,0.0010999772,-7.856979999999996e-05,-6.2499999999999964,0.0,0.0,57746762.0,68057.273114814,82190563254.56485,96866257.74862495,BTT,2019-02-01
VSL,5,CCCAGG,VSL,USD,4,0.0019649425,1558534263,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0019649425,0.0019649425,0.0019649425,0.0019649425,0.0019649425,0.0019649425,LiveCoin,0.0,0.0,0.0019649425,0.0019649425,0.0019649425,0.0,0.0,0.0,0.0,33390496.0333756,65610.40475206113,83265.20673231002,163.61134347960208,VSL,2017-01-26
RRC,5,CCCAGG,RRC,USD,4,3.53794e-05,1558534244,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0025271,0.0028834211,3.53794e-05,0.0025271,0.0028834211,3.53794e-05,BitZ,0.0,0.0,3.53794e-05,3.53794e-05,3.53794e-05,-0.0024917206,-98.6,-0.0024917206,-98.6,1800000000.0,63682.920000000006,11207125.345200002,396.501370437969,RRC,2018-08-01
TSC,5,CCCAGG,TSC,USD,4,7.85974e-05,1558534259,0.0,0.0,0,0.0,0.0,0.0,0.0,7.85974e-05,7.85974e-05,7.85974e-05,7.85974e-05,7.85974e-05,7.85974e-05,StocksExchange,0.0,0.0,7.85974e-05,7.85974e-05,7.85974e-05,0.0,0.0,0.0,0.0,742726091.555858,58376.33970845239,23812744.0,1871.6197652655999,TSC,2016-10-18
TDS,5,CCCAGG,TDS,USD,1,0.003805,1558534206,1900.0,7.230316999999999,556379881,324570.0,1185.1580308000002,553820.0,1985.5065395,0.003579,0.003989,0.003548,0.003456,0.003989,0.003426,HitBTC,11800.0,44.9155253,0.00382,0.00382,0.003792,0.0003489999999999999,10.098379629629628,0.00022599999999999964,6.314613020396749,14683321.4285714,55870.03803571417,1682210.0,6279.0304895,TDS,2018-04-24
GMR,5,CCCAGG,GMR,USD,4,0.0088404954,1558534182,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0088404954,0.0088404954,0.0088404954,0.0088404954,0.0088404954,0.0088404954,IDEX,0.0,0.0,0.0088404954,0.0088404954,0.0088404954,0.0,0.0,0.0,0.0,6194563.66917394,54763.01162233934,3137.0,27.732634069800003,GMR,2018-07-20
GRX,5,CCCAGG,GRX,USD,4,0.0022008644,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0022008644,0.0024366713,0.0021222621,0.0022794667,0.0024366713,0.0020436598,LiveCoin,0.0,0.0,0.0022008644,0.0022008644,0.0022008644,-7.86023000000002e-05,-3.4482758620689737,0.0,0.0,20000000.0,44017.288,82678.93584920997,181.96512654040998,GRX,2017-12-02
COMP,5,CCCAGG,COMP,USD,4,2.5279e-06,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,2.5279e-06,2.5279e-06,2.5279e-06,2.5279e-06,2.5279e-06,2.5279e-06,TradeSatoshi,0.0,0.0,2.5279e-06,2.5279e-06,2.5279e-06,0.0,0.0,0.0,0.0,16815701631.4423,42508.41215412299,817116.88311688,2.0655897688311606,COMP,2017-10-31
ADZ,5,CCCAGG,ADZ,USD,4,0.00094,1558531304,3078.70254545,2.893980392723,1397287751,6189.24161174,5.8178871150355995,6189.24161174,5.8178871150356,0.00094,0.00094,0.00094,0.00094,0.00094,0.00094,LiveCoin,0.0,0.0,0.00094,0.00094,0.00094,0.0,0.0,0.0,0.0,45110324.0,42403.70456,205113.9406459501,192.80710420719308,ADZ,2016-09-12
BTCUS,5,CCCAGG,BTCUS,USD,2,0.0007042,1558533814,27070.0,19.0621526,556375531,11641190.0,8045.5689466000085,18760010.0,12995.4911213,0.0006986,0.0007116,0.000675,0.000674,0.0007212,0.0006617,HitBTC,45330.0,31.977268000000002,0.000705,0.0007073,0.0007042,3.0199999999999975e-05,4.480712166172103,5.600000000000028e-06,0.8016032064128298,59294347.6519661,41755.07961651453,70847830.0,49675.7339653,BTCUS,2019-01-29
ICHX,5,CCCAGG,ICHX,USD,4,3.7911e-05,1558534193,0.0,0.0,0,0.0,0.0,0.0,0.0,3.7911e-05,3.7911e-05,2.5274e-05,2.5274e-06,3.7911e-05,2.5274e-06,Graviex,0.0,0.0,3.7911e-05,3.7911e-05,3.7911e-05,3.53836e-05,1399.9999999999998,0.0,0.0,1000000000.0,37911.0,12160368.5855,461.01173344489047,ICHX,2019-02-15
CRM,5,CCCAGG,CRM,USD,4,0.0007858279999999999,1558534168,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0007858279999999999,0.0007858279999999999,0.0007858279999999999,0.0013359076,0.0013359076,0.0007072452,Bleutrade,0.0,0.0,0.0007858279999999999,0.0007858279999999999,0.0007858279999999999,-0.0005500796000000002,-41.176470588235304,0.0,0.0,46992041.9167955,36927.66231539157,5274.25134777,4.144654388115404,CRM,2017-08-03
BOLI,5,CCCAGG,BOLI,USD,4,0.0027503595,1558534151,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0027503595,0.0027503595,0.0027503595,0.0027503595,0.0027503595,0.0027503595,Graviex,0.0,0.0,0.0027503595,0.0027503595,0.0027503595,0.0,0.0,0.0,0.0,13283174.9987998,36533.50654811152,0.36499999999999544,0.0010038812174999875,BOLI,2017-05-26
BRIA,5,CCCAGG,BRIA,USD,4,0.04,1558513207,133.71041779,5.348416711600001,26747150,264.71041779,11.398416711600001,264.71041779,11.3984167116,0.06,0.06,0.04,0.06,0.06,0.04,BTCAlpha,0.0,0.0,0.04,0.04,0.04,-0.019999999999999997,-33.33333333333333,-0.019999999999999997,-33.33333333333333,841728.51321187,33669.1405284748,264.7104177900002,11.398416711600007,BRIA,2018-10-05
USC,5,CCCAGG,USC,USD,4,0.0030652986,1558534261,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0029081038,0.0032224934,0.0025151168,0.0046372466,0.0046372466,0.0021221298,LiveCoin,0.0,0.0,0.0030652986,0.0030652986,0.0030652986,-0.0015719479999999997,-33.89830508474576,0.0001571948000000001,5.405405405405409,10343113.0,31704.7297985418,40775.37954624001,124.98871383755814,USC,2017-05-26
HET,5,CCCAGG,HET,USD,4,0.03144108,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0315196827,0.0318340935,0.03144108,0.0315196827,0.0318340935,0.03144108,Catex,0.0,0.0,0.03144108,0.03144108,0.03144108,-7.860269999999947e-05,-0.24937655860348956,-7.860269999999947e-05,-0.24937655860348956,1000000.0,31441.08,1069.0944310799964,33.61348353514066,HET,2019-05-02
WIC,5,CCCAGG,WIC,USD,4,0.000314398,1558534275,0.0,0.0,0,0.0,0.0,0.0,0.0,0.000314398,0.000314398,0.000314398,0.000314398,0.000314398,0.000314398,LiveCoin,0.0,0.0,0.000314398,0.000314398,0.000314398,0.0,0.0,0.0,0.0,100000000.0,31439.800000000003,8999.949999999997,2.8295662800999994,WIC,2017-09-18
ELLI,5,CCCAGG,ELLI,USD,4,0.0013361133,1558534175,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0011789235,0.0014147082,0.0009431387999999999,0.0011789235,0.0014147082,0.0009431387999999999,Graviex,0.0,0.0,0.0012575184,0.0013361133,0.0012575184,0.0001571897999999999,13.333333333333325,0.0001571897999999999,13.333333333333325,22900273.4744734,30597.359962881117,1563721.6118,2089.309243023417,ELLI,2018-05-24
SLT,5,CCCAGG,SLT,USD,2,0.005722560198,1558534243,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0057374934,0.0057374934,0.005722560198,0.005722560198,0.005722560198,0.005722560198,ZB,0.0,0.0,0.0057374934,0.0057374934,0.005722560198,0.0,0.0,-1.493320200000002e-05,-0.26027397260274004,5100896.0,29190.184423737406,1277333.09999999,7309.615557647897,SLT,2017-08-25
MHC,5,CCCAGG,MHC,USD,2,0.030623604,1558534211,0.0,0.0,0,0.0,0.0,0.0,0.0,0.031634284,0.032493362,0.0303204,0.031684818,0.035070596,0.0303204,Kucoin,0.0,0.0,0.030522536,0.030926808,0.030522536,-0.0010612139999999978,-3.3492822966507108,-0.00101068,-3.1948881789137378,952725.084656616,29175.875713390684,22787433.940023568,697833.3531554415,MHC,2019-03-04
ICOS,5,CCCAGG,ICOS,USD,4,0.107111212,1558534193,0.0,0.0,0,0.0,0.0,217.97024695,22.2299248863595,0.114137384,0.1141474936,0.107111212,0.114137384,0.114137384,0.107111212,LiveCoin,0.0,0.0,0.107111212,0.107111212,0.107111212,-0.007026171999999997,-6.1558901682905205,-0.007026171999999997,-6.1558901682905205,269487.0,28865.079188244,2069.954973640001,220.59825356761422,ICOS,2017-08-12
AZART,5,CCCAGG,AZART,USD,4,0.005737581,1558534143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.007230924,0.007230924,0.005658984,0.007545311999999999,0.007859699999999999,0.005658984,StocksExchange,0.0,0.0,0.005737581,0.005737581,0.005737581,-0.001807730999999999,-23.95833333333332,-0.0014933429999999994,-20.65217391304347,5015881.37315389,28779.025664861667,189218.98591921,1085.659258449327,AZART,2018-12-17
ENT,5,CCCAGG,ENT,USD,4,0.003536784,1558534180,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0029080224,0.0059732352,0.002750832,0.0025936416,0.0059732352,0.0025150464,LiveCoin,0.0,0.0,0.003536784,0.003536784,0.003536784,0.0009431423999999998,36.36363636363635,0.0006287616,21.62162162162162,5583940.20191745,19749.190363098405,65818.6577232,232.78637553689018,ENT,2017-02-22
POST,5,CCCAGG,POST,USD,1,0.001178931,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0012575264,0.0014147172,0.0010217402,0.0014933126,0.0014933126,0.0008645494000000001,LiveCoin,0.0,0.0,0.001178931,0.001178931,0.001178931,-0.00031438160000000007,-21.052631578947373,-7.859540000000002e-05,-6.250000000000002,15868233.0,18707.551798923,277167.82966263,326.76174659199404,POST,2016-07-17
POSQ,5,CCCAGG,POSQ,USD,2,0.005423082599999999,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.005501677999999999,0.007702349199999999,0.0052658918,0.0058160596,0.007702349199999999,0.0052658918,Graviex,0.0,0.0,0.005580273399999999,0.005658868799999999,0.0052658918,-0.00039297700000000095,-6.756756756756772,-7.859540000000002e-05,-1.428571428571429,2670640.27013847,14483.102779847235,473311.0114,2566.8047103117415,POSQ,2018-07-05
ARTE,5,CCCAGG,ARTE,USD,2,0.007545273599999999,1558534143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0073880804,0.0076238702,0.0073094838,0.0073094838,0.0076238702,0.0073094838,LiveCoin,0.0,0.0,0.007545273599999999,0.007545273599999999,0.007545273599999999,0.00023578979999999954,3.225806451612897,0.00015719319999999912,2.127659574468073,1871945.31158875,14124.339540174367,21720.4905909,163.88704423456616,ARTE,2017-11-08
FUNC,5,CCCAGG,FUNC,USD,4,0.0022794783,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0025152864,0.0025938891,0.0016506567,0.0019650675,0.0025938891,0.0016506567,LiveCoin,0.0,0.0,0.0022794783,0.0022794783,0.0022794783,0.0003144107999999996,15.999999999999979,-0.00023580810000000015,-9.375000000000005,5848581.0,13331.7134752923,88324.79541916998,201.33445450993736,FUNC,2017-05-10
NKC,5,CCCAGG,NKC,USD,4,0.0180482181,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.018343842,0.0184524901,0.0179597836,0.0182301405,0.0184524901,0.0179597836,BitZ,0.0,0.0,0.0180355846,0.0181038055,0.0179749438,-0.00018192239999999943,-0.9979209979209949,-0.00029562389999999994,-1.6115702479338843,415767.71577447,7503.866413236445,9224065.821299998,166477.95171157797,NKC,2017-10-15
PTT,5,CCCAGG,PTT,USD,2,0.0001415064,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0001415064,0.0001541409,0.0001339257,0.0001490871,0.0001541409,0.0001313988,LBank,0.0,0.0,0.0001389795,0.0001440333,0.0001389795,-7.5807e-06,-5.084745762711864,0.0,0.0,50000000.0,7075.320000000001,1100183490.7033,155683.00510885747,PTT,2018-08-29
GRLC,5,CCCAGG,GRLC,USD,4,0.0073886162,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.009432276,0.009432276,0.0073886162,0.008567650699999999,0.009432276,0.0073886162,CoinFalcon,0.0,0.0,0.0073886162,0.0073886162,0.0073886162,-0.0011790344999999987,-13.761467889908245,-0.0020436598,-21.666666666666668,903845.8111754,6678.169802752702,99294.22871918883,733.6469468811039,GRLC,2018-02-21
ARE,5,CCCAGG,ARE,USD,4,0.0003143864,1558534143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0003143864,0.0003143864,0.0003143864,0.0003143864,0.0003143864,0.0003143864,Graviex,0.0,0.0,0.0003143864,0.0003143864,0.0003143864,0.0,0.0,0.0,0.0,19013588.0,5977.613482403201,9.38579999999979,0.0029507678731199344,ARE,2018-10-21
XCG,5,CCCAGG,XCG,USD,4,0.0005501965,1558534275,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0005501965,0.0005501965,0.0005501965,0.0007859949999999999,0.0007859949999999999,0.0005501965,BTCAlpha,0.0,0.0,0.0005501965,0.0005501965,0.0005501965,-0.0002357984999999999,-29.99999999999999,0.0,0.0,9753753.61515394,5366.481100920046,1118.34138105,0.6153075136588765,XCG,2018-10-04
PNY,5,CCCAGG,PNY,USD,4,0.009352852600000001,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0269582222,0.0269582222,0.0049515102,0.0269582222,0.0269582222,0.0049515102,Graviex,0.0,0.0,0.009352852600000001,0.009352852600000001,0.009352852600000001,-0.017605369599999997,-65.30612244897958,-0.017605369599999997,-65.30612244897958,547779.36205892,5123.299630659111,487.10330000000005,4.555805365873581,PNY,2018-07-05
SNC,5,CCCAGG,SNC,USD,4,0.0398480706,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0403982412,0.0407912202,0.0394550916,0.040083858,0.0413413908,0.0394550916,HuobiPro,0.0,0.0,0.039690879,0.0402410496,0.039690879,-0.0002357873999999996,-0.588235294117646,-0.0005501705999999967,-1.3618677042801477,122707.502692962,4889.65723045884,16799716.75621605,669436.2993617001,SNC,2017-08-09
PAXEX,5,CCCAGG,PAXEX,USD,4,0.0009431447999999999,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0009431447999999999,0.0033010068,0.0009431447999999999,0.0009431447999999999,0.0033010068,0.0009431447999999999,Graviex,0.0,0.0,0.0009431447999999999,0.0009431447999999999,0.0009431447999999999,0.0,0.0,0.0,0.0,4504639.0,4248.5268487272,12652.031,11.932697247088798,PAXEX,2018-09-06
HERB,5,CCCAGG,HERB,USD,4,7.860270000000001e-05,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0002358081,0.0002358081,7.860270000000001e-05,0.0001572054,0.0002358081,7.860270000000001e-05,Graviex,0.0,0.0,7.860270000000001e-05,7.860270000000001e-05,7.860270000000001e-05,-7.860269999999999e-05,-49.999999999999986,-0.0001572054,-66.66666666666666,35312185.7437239,2775.633142358207,176122.9994,13.843743284938382,HERB,2019-01-03
YOC,5,CCCAGG,YOC,USD,2,0.00193,1558533165,518.33666827,1.0003897697611002,1397371251,236872.15762766995,445.82193389488253,276647.46328842,522.7113566066122,0.00194,0.00203,0.00172,0.00195,0.00203,0.00172,LiveCoin,518.33666827,1.0003897697611002,0.002,0.002,0.00193,-1.9999999999999836e-05,-1.0256410256410173,-1.0000000000000026e-05,-0.5154639175257745,636462.55983338,1228.3727404784236,2801209.2539841,5395.115612649275,YOC,2016-01-21
CANDY,5,CCCAGG,CANDY,USD,4,2.022e-05,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,2.022e-05,2.022e-05,1.76925e-05,2.022e-05,2.022e-05,1.76925e-05,BigONE,0.0,0.0,2.022e-05,2.022e-05,2.022e-05,0.0,0.0,0.0,0.0,12000000.0,242.64,3154177.0,63.777458939999995,CANDY,2018-06-28
ELP,5,CCCAGG,ELP,USD,4,0.0003143796,1558534175,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0003143796,0.00032223909,0.0003143796,0.0003143796,0.0003143796,0.0003143796,Graviex,0.0,0.0,0.0003143796,0.0003143796,0.0003143796,0.0,0.0,0.0,0.0,419275.38,131.81162625424798,0.10000000000002274,3.1437960000007146e-05,ELP,2014-05-31
COSM,5,CCCAGG,COSM,USD,4,0.027882737,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.027882737,0.027882737,0.027629947,0.027857458,0.027882737,0.025658185,Kucoin,0.0,0.0,0.027882737,0.027882737,0.027882737,2.527899999999958e-05,0.09074410163339232,0.0,0.0,150.0,4.18241055,749317.5670999946,20893.024652929005,COSM,2018-08-20
WIT,5,CCCAGG,WIT,USD,4,4.29692e-05,1558534263,0.0,0.0,0,0.0,0.0,0.0,0.0,4.549679999999999e-05,4.80244e-05,4.29692e-05,4.549679999999999e-05,4.80244e-05,4.29692e-05,IDAX,0.0,0.0,4.29692e-05,4.29692e-05,4.29692e-05,-2.5275999999999858e-06,-5.555555555555526,-2.5275999999999858e-06,-5.555555555555526,8059.5,0.34631026740000004,858244905.8909997,36878.097010211546,WIT,2018-07-19
VEO,5,CCCAGG,VEO,USD,1,88.029088,1558534261,0.0,0.0,0,0.0,0.0,0.0,0.0,90.38700999999999,90.38700999999999,73.881556,89.4438412,90.38700999999999,73.881556,HitBTC,0.0,0.0,86.45714,88.029088,86.45714,-1.4147531999999927,-1.5817223198593946,-2.357921999999988,-2.6086956521739,0.0,0.0,17.150000000000006,1509.6988592000005,VEO,2019-02-26
BTR,5,CCCAGG,BTR,USD,4,0.0003032759999999999,1558534146,0.0,0.0,0,0.0,0.0,0.0,0.0,6.31825e-05,0.0003032759999999999,6.31825e-05,0.0003032759999999999,0.0003032759999999999,4.80187e-05,TokenStore,0.0,0.0,0.0003032759999999999,0.0003032759999999999,0.0003032759999999999,0.0,0.0,0.00024009349999999988,379.99999999999983,0.0,0.0,9814741.0,2976.575391515999,BTR,2018-10-12
BTRN,5,CCCAGG,BTRN,USD,4,0.001086739,1558534146,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001238377,0.001238377,0.0005079872999999999,0.001238377,0.001238377,0.0005079872999999999,Liquid,0.0,0.0,0.001086739,0.001086739,0.001086739,-0.00015163799999999995,-12.244897959183671,-0.00015163799999999995,-12.244897959183671,0.0,0.0,68070.0,73.97432373,BTRN,2018-09-14
VIEW,5,CCCAGG,VIEW,USD,4,0.008732858,1558534263,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0091524396,0.0091524396,0.008732858,0.0167175464,0.0167175464,0.008732858,LiveCoin,0.0,0.0,0.008732858,0.008732858,0.008732858,-0.007984688400000002,-47.76232234653766,-0.0004195815999999998,-4.584368958851144,0.0,0.0,28618.779398249993,249.92373661824263,VIEW,2018-07-16
VEX,5,CCCAGG,VEX,USD,4,0.0049,1558509140,294.13714286,1.441272000014,26743244,1194209.8546078,5732.239402117438,1194332.39953897,5732.809485291035,0.0047,0.0049,0.0047,0.0044,0.0049,0.0044,BTCAlpha,0.0,0.0,0.0049,0.0049,0.0049,0.0004999999999999996,11.363636363636353,0.00019999999999999966,4.255319148936162,0.0,0.0,3670462.7967264145,17865.848431509512,VEX,2018-10-04
BTW,5,CCCAGG,BTW,USD,4,0.001618,1558528641,45167.58248,73.085665210888,55850113,21650186.64306999,35731.680949308364,32866383.13726,54912.61290178855,0.001706,0.001719,0.001618,0.001704,0.001719,0.001618,EXRATES,0.0,0.0,0.001618,0.001618,0.001618,-8.599999999999992e-05,-5.046948356807507,-8.799999999999997e-05,-5.158264947245016,0.0,0.0,76740416.22379191,125900.79843579719,BTW,2019-02-26
CDY,5,CCCAGG,CDY,USD,4,7.85698e-05,1558534162,0.0,0.0,0,0.0,0.0,0.0,0.0,7.85698e-05,7.85698e-05,7.85698e-05,7.85698e-05,7.85698e-05,7.85698e-05,BTCAlpha,0.0,0.0,7.85698e-05,7.85698e-05,7.85698e-05,0.0,0.0,0.0,0.0,0.0,0.0,12858166.38584038,1010.2635613022015,CDY,2017-08-03
TTT,5,CCCAGG,TTT,USD,4,0.00202216,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0025302277,0.0025302277,0.00202216,0.0025302277,0.0025302277,0.00202216,BitZ,0.0,0.0,0.00202216,0.00202216,0.00202216,-0.0005080677000000003,-20.07992007992009,-0.0005080677000000003,-20.07992007992009,0.0,0.0,149490.74510000378,302.29420511142365,TTT,2018-04-29
BZKY,5,CCCAGG,BZKY,USD,4,0.0013319925,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0006773700000000001,0.0013319925,0.0006773700000000001,0.0006773700000000001,0.0013319925,0.0006773700000000001,LBank,0.0,0.0,0.0013319925,0.0013319925,0.0013319925,0.0006546224999999998,96.6417910447761,0.0006546224999999998,96.6417910447761,0.0,0.0,7.0,0.009323947499999999,BZKY,2019-03-12
CHI,5,CCCAGG,CHI,USD,4,0.029070604,1558534162,0.0,0.0,0,0.0,0.0,0.0,0.0,0.028677758,0.029070604,0.028677758,0.028677758,0.0300134344,0.0285991888,Liquid,0.0,0.0,0.029070604,0.029070604,0.029070604,0.0003928459999999988,1.3698630136986258,0.0003928459999999988,1.3698630136986258,0.0,0.0,107828.384871,3134.6362765444323,CHI,2018-12-17
DERO,5,CCCAGG,DERO,USD,4,0.804025827,1558534175,0.0,0.0,0,0.0,0.0,0.0,0.0,0.82524645,0.9101289419999999,0.785949,0.7514458388999999,0.9635734739999999,0.7514458388999999,StocksExchange,0.0,0.0,0.804025827,0.804025827,0.804025827,0.052579988100000086,6.997176027612187,-0.02122062299999994,-2.571428571428564,0.0,0.0,28840.58644032002,23188.57636384329,DERO,2018-12-17
DEL,5,CCCAGG,DEL,USD,4,0.0004752452,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0004752452,0.0004979963,0.0004727173,0.0005005242,0.0005055799999999999,0.0004727173,BitZ,0.0,0.0,0.0004752452,0.0004752452,0.0004752452,-2.527899999999996e-05,-5.050505050505043,0.0,0.0,0.0,0.0,718697255.2354997,341557.42080384615,DEL,2017-08-09
DEEX,5,CCCAGG,DEEX,USD,1,0.0122,1558534117,64.16100259,0.782764231598,26772586,35692.20715915002,414.44743902009685,35693.12651229,414.456319808514,0.0104,0.0131,0.0095,0.0136,0.0137,0.009,BTCAlpha,821.4775406599999,9.789769772342,0.0121,0.0122,0.0116,-0.0013999999999999985,-10.294117647058814,0.0018000000000000013,17.30769230769232,0.0,0.0,182462.3554417299,2205.0409127476805,DEEX,2018-10-06
DCT,5,CCCAGG,DCT,USD,4,0.1059591356,1558534172,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1063521591,0.1087103001,0.1042298322,0.1049372745,0.1090247189,0.103758204,HitBTC,0.0,0.0,0.1065093685,0.106902392,0.105330298,0.0010218611000000072,0.9737827715355875,-0.0003930234999999921,-0.3695491500369475,0.0,0.0,4745053.1546107195,502781.730638605,DCT,2016-09-12
