,TYPE,MARKET,FROMSYMBOL,TOSYMBOL,FLAGS,PRICE,LASTUPDATE,LASTVOLUME,LASTVOLUMETO,LASTTRADEID,VOLUMEDAY,VOLUMEDAYTO,VOLUME24HOUR,VOLUME24HOURTO,OPENDAY,HIGHDAY,LOWDAY,OPEN24HOUR,HIGH24HOUR,LOW24HOUR,LASTMARKET,VOLUMEHOUR,VOLUMEHOURTO,OPENHOUR,HIGHHOUR,LOWHOUR,CHANGE24HOUR,CHANGEPCT24HOUR,CHANGEDAY,CHANGEPCTDAY,SUPPLY,MKTCAP,TOTALVOLUME24H,TOTALVOLUME24HTO,Ticker,Launched
LTO,5,CCCAGG,LTO,USD,2,0.08163767699999999,1558534211,0.0,0.0,0,0.0,0.0,0.0,0.0,0.084088576,0.086034135,0.08039959399999999,0.08262309,0.087625956,0.08039959399999999,IDEX,0.0,0.0,0.08171347799999999,0.08171347799999999,0.08163767699999999,-0.0009854130000000044,-1.192660550458721,-0.0024508990000000064,-2.9146634615384692,45130657.0003788,3684361.998994713,1239450.63130504,101185.87029592694,LTO,2019-04-23
LOKI,5,CCCAGG,LOKI,USD,4,0.188771506,1558534193,0.0,0.0,0,0.0,0.0,0.0,0.0,0.194053772,0.200978848,0.182680472,0.20674132,0.20674132,0.182680472,Kucoin,0.0,0.0,0.188771506,0.188771506,0.188771506,-0.017969814,-8.6919315403423,-0.005282266000000008,-2.7220630372492876,19153632.0,3615659.958009792,87247.19450000112,16469.78430004013,LOKI,2019-02-27
CMCT,5,CCCAGG,CMCT,USD,4,0.0018070916,1558534162,0.0,0.0,0,0.0,0.0,580.0,1.116274,0.0018856608,0.0018856608,0.0017285224,0.0018856608,0.0018856608,0.0017285224,Upbit,0.0,0.0,0.0018856608,0.0018856608,0.0018070916,-7.856919999999997e-05,-4.166666666666665,-7.856919999999997e-05,-4.166666666666665,2000000000.0,3614183.2,102883171.60090455,185919.38334222516,CMCT,2018-07-11
FDZ,5,CCCAGG,FDZ,USD,4,0.0031639292,1558534177,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0033155552,0.0033155552,0.0026736718,0.0026585092,0.0033281907,0.0026585092,HitBTC,0.0,0.0,0.0031639292,0.0031639292,0.0031639292,0.0005054199999999999,19.01140684410646,-0.0001516260000000002,-4.5731707317073225,1137860972.38066,3600111.5560555635,82400.0,260.70776608,FDZ,2018-06-26
FLIXX,5,CCCAGG,FLIXX,USD,1,0.0178969222,1558534177,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0174294087,0.0181723761,0.0166864413,0.0182860956,0.0183113666,0.0178969222,Liquid,0.0,0.0,0.0181723761,0.0181723761,0.0176846458,-0.0003891734000000015,-2.128247650635718,0.000467513499999999,2.68232564883282,189151328.574679,3385226.6115276664,118899.29406918056,2127.9314155910456,FLIXX,2017-11-25
CHP,5,CCCAGG,CHP,USD,4,0.009454346,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.009707136,0.009808252,0.009153525899999999,0.009858809999999999,0.009884089,0.009150997999999999,Kucoin,0.0,0.0,0.009454346,0.009454346,0.009454346,-0.0004044639999999985,-4.102564102564087,-0.00025278999999999927,-2.604166666666659,354786434.702575,3354273.7097845515,14494750.68203599,137038.38813170424,CHP,2018-03-22
CLOAK,5,CCCAGG,CLOAK,USD,4,0.6302035532000001,1558534162,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6333463212,0.6643811552000001,0.6160610972,0.6433246095999999,0.6734951824,0.6188110192,LiveCoin,0.0,0.0,0.6302035532000001,0.6302821224,0.6302035532000001,-0.01312105639999983,-2.0395701025891286,-0.003142767999999907,-0.49621635032872863,5293433.02785786,3335940.302782258,113501.61405225027,71529.12046966318,CLOAK,2014-12-02
IOC,5,CCCAGG,IOC,USD,4,0.1902961683,1558534201,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2585229647,0.2585229647,0.120261519,0.2624530797,0.2981385239,0.120261519,BitTrex,0.0,0.0,0.1902961683,0.1902961683,0.1902961683,-0.07215691139999997,-27.493261455525598,-0.06822679640000001,-26.391000304043782,17446501.4743456,3320002.380808268,64697.78189520996,12311.73999216757,IOC,2014-12-02
VRC,5,CCCAGG,VRC,USD,4,0.1046135387,1558534263,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1116873317,0.1158530098,0.1001334698,0.1081504352,0.1212762511,0.09840432040000001,Upbit,0.0,0.0,0.1036703663,0.1078360444,0.1031201824,-0.0035368965000000113,-3.2703488372093124,-0.007073793000000009,-6.333567909922598,31714686.0392284,3317785.5353231695,533350.7683314993,55795.71124352203,VRC,2014-06-09
TMT,5,CCCAGG,TMT,USD,4,0.003311287,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.003235456,0.003892658000000001,0.003235456,0.003462949,0.003892658000000001,0.003235456,Kucoin,0.0,0.0,0.003311287,0.003311287,0.003311287,-0.0001516619999999999,-4.379562043795617,7.583100000000016e-05,2.3437500000000053,1000000000.0,3311287.0,911201.4650496411,3017.249565599831,TMT,2018-06-26
OPEN,5,CCCAGG,OPEN,USD,4,0.0033010404,1558534225,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0033010404,0.0034582328,0.0030652518,0.0033010404,0.0034582328,0.0030652518,Kucoin,0.0,0.0,0.0033010404,0.0033010404,0.0033010404,0.0,0.0,0.0,0.0,1000000000.0,3301040.4,100084666.31992695,330383.52694259817,OPEN,2018-06-01
LNKC,5,CCCAGG,LNKC,USD,4,0.011003286,1558534207,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0111604758,0.0111604758,0.008645439,0.0111604758,0.0111604758,0.008645439,HitBTC,0.0,0.0,0.011003286,0.011003286,0.011003286,-0.00015718980000000056,-1.4084507042253571,-0.00015718980000000056,-1.4084507042253571,299998766.0,3300972.221945076,8760.0,96.38878536,LNKC,2018-06-01
XMY,5,CCCAGG,XMY,USD,4,0.001964895,1558534273,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0021220866,0.0021220866,0.001964895,0.001964895,0.0021220866,0.001964895,BitTrex,0.0,0.0,0.001964895,0.001964895,0.001964895,0.0,0.0,-0.00015719159999999987,-7.407407407407401,1669197750.0,3279798.31298625,1713568.58552622,3366.982345857542,XMY,2015-01-27
CAN,5,CCCAGG,CAN,USD,1,0.032175075,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.028308,0.03369157499999999,0.028308,0.030709125,0.03765975,0.028308,Kucoin,0.0,0.0,0.03209925,0.032175075,0.03209925,0.0014659499999999971,4.77366255144032,0.0038670749999999976,13.660714285714276,100000000.0,3217507.4999999995,409646.36373411847,13180.402476622541,CAN,2017-09-27
HBT,5,CCCAGG,HBT,USD,4,0.101092,1558534182,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1996567,0.1996567,0.101092,0.09952507399999999,0.12611227,0.09952507399999999,HitBTC,0.0,0.0,0.101092,0.101092,0.101092,0.0015669260000000101,1.5744032503809142,-0.09856469999999999,-49.36708860759494,31801783.659821,3214905.9137386247,3594.8999999999983,363.4156307999998,HBT,2017-09-12
LIKE,5,CCCAGG,LIKE,USD,4,0.0037607712,1558534193,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0037582438,0.0037607712,0.0037582438,0.0037632986,0.0037632986,0.0037582438,Liquid,0.0,0.0,0.0037607712,0.0037607712,0.0037607712,-2.5274000000001344e-06,-0.06715916722632996,2.5274000000001344e-06,0.06724949562878636,850000000.0,3196655.52,30100.762864799955,113.20208207996917,LIKE,2018-12-17
POT,5,CCCAGG,POT,USD,4,0.0143829582,1558534233,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0148545306,0.0152475076,0.0136755996,0.0154832938,0.0154832938,0.0136755996,BitTrex,0.0,0.0,0.0143829582,0.0143829582,0.0143829582,-0.0011003356000000002,-7.106598984771575,-0.0004715724000000001,-3.1746031746031753,222179077.152574,3195592.379600047,929018.9341184801,13362.040496434653,POT,2014-12-02
TDP,5,CCCAGG,TDP,USD,4,0.0158764324,1558534256,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0195704538,0.0195704538,0.0158764324,0.01964905,0.01964905,0.0157978362,HitBTC,0.0,0.0,0.0158764324,0.0158764324,0.0158764324,-0.0037726176,-19.2,-0.003694021399999997,-18.875502008032115,200000000.0,3175286.4800000004,3498.0,55.535760535200005,TDP,2019-02-28
GRC,5,CCCAGG,GRC,USD,4,0.007545820799999998,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0077816277,0.0080960369,0.0073100139,0.0077816277,0.0081746392,0.0073100139,BitTrex,0.0,0.0,0.007545820799999998,0.007545820799999998,0.007545820799999998,-0.00023580690000000234,-3.03030303030306,-0.00023580690000000234,-3.03030303030306,412959930.0,3116121.629360543,121170.97702444997,914.3344787874164,GRC,2015-01-29
CRW,5,CCCAGG,CRW,USD,4,0.1385414764,1558534168,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1346123364,0.1404274636,0.134376588,0.1391701388,0.14341361,0.1342980052,Upbit,0.0,0.0,0.1385414764,0.1385414764,0.1385414764,-0.0006286624000000074,-0.4517221908526309,0.003929139999999998,2.918855808523057,22254439.0854247,3083162.8473486034,135665.29365682014,18795.27007945542,CRW,2014-10-13
DAOC,5,CCCAGG,DAOC,USD,1,0.0184081678,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0154227179,0.0184081678,0.0154227179,0.0154631643,0.0184081678,0.0154227179,HitBTC,0.0,0.0,0.0181806568,0.0184081678,0.0181806568,0.0029450034999999996,19.045283635769163,0.0029854498999999993,19.35748237993771,167270820.687909,3079149.3352667405,13758.0,253.2595725924,DAOC,2017-07-27
BEAT,5,CCCAGG,BEAT,USD,4,0.0024969724,1558534146,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0024969724,0.0024969724,0.0024969724,0.0010387203,0.0024969724,0.0010387203,IDEX,0.0,0.0,0.0024969724,0.0024969724,0.0024969724,0.0014582521000000002,140.38929440389296,0.0,0.0,1226667278.0,3062954.3371491274,145272.62812766,362.7417429102307,BEAT,2018-10-19
ION,5,CCCAGG,ION,USD,4,0.1520954505,1558534201,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1600342828,0.1601128851,0.1450212435,0.1578334184,0.1606631012,0.1434491975,Upbit,0.0,0.0,0.1484797447,0.1521740528,0.1484797447,-0.005737967900000002,-3.635458167330678,-0.007938832300000004,-4.9607072691552085,20080496.0559814,3054152.093897965,286707.793065578,43606.95094816986,ION,2017-02-19
OLT,5,CCCAGG,OLT,USD,4,0.00303204,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00328471,0.00328471,0.002653035,0.003259443,0.003360511,0.002653035,Kucoin,0.0,0.0,0.002956239,0.00303204,0.002956239,-0.00022740299999999972,-6.976744186046504,-0.00025267,-7.692307692307692,1000000000.0,3032040.0,3507190.82539999,10633.942870245786,OLT,2018-07-16
MEET,5,CCCAGG,MEET,USD,4,0.007544284799999999,1558534215,0.0,0.0,0,0.0,0.0,0.0,0.0,0.007544284799999999,0.008251561499999999,0.007544284799999999,0.0080158026,0.008251561499999999,0.007072767,HuobiPro,0.0,0.0,0.007544284799999999,0.007544284799999999,0.007544284799999999,-0.00047151780000000143,-5.882352941176489,0.0,0.0,400000000.0,3017713.9199999995,13131265.92808538,99066.0099460124,MEET,2018-07-16
AIT,5,CCCAGG,AIT,USD,4,0.001414746,1558534143,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001414746,0.001414746,0.001414746,0.001100358,0.001414746,0.001100358,BigONE,0.0,0.0,0.001414746,0.001414746,0.001414746,0.00031438799999999986,28.57142857142856,0.0,0.0,2100000000.0,2970966.5999999996,150876.45000000027,213.45185413170037,AIT,2018-06-28
UP,5,CCCAGG,UP,USD,4,0.0157980573,1558534256,0.0,0.0,0,0.0,0.0,0.0,0.0,0.014933487,0.0173700033,0.014933487,0.0156408627,0.0173700033,0.0144619032,Upbit,0.0,0.0,0.0157980573,0.0157980573,0.0157980573,0.00015719460000000046,1.0050251256281437,0.0008645703000000008,5.789473684210532,184638000.0,2916921.7037574,4196061.168026652,66289.61476678998,UP,2018-04-06
MYST,5,CCCAGG,MYST,USD,4,0.08964731599999999,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.09927404299999999,0.09927404299999999,0.08964731599999999,0.085250858,0.09934984399999999,0.085250858,HitBTC,0.0,0.0,0.08964731599999999,0.08964731599999999,0.08964731599999999,0.004396457999999992,5.157083580320085,-0.009626727000000002,-9.697123950114534,32433365.6222021,2907564.176877088,6007.0,538.511427212,MYST,2017-06-13
STK,5,CCCAGG,STK,USD,4,0.0057934884,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006084173900000001,0.006084173900000001,0.0054370827,0.0061549495,0.0061549495,0.0054370827,HuobiPro,0.0,0.0,0.0056974358,0.0058035992,0.0056898527,-0.00036146109999999915,-5.872689938398344,-0.00029068550000000033,-4.777731616119656,500000000.0,2896744.2,8061285.920000104,46702.96646660394,STK,2018-02-07
SENT,5,CCCAGG,SENT,USD,4,0.001414701,1558534248,0.0,0.0,0,0.0,0.0,0.0,0.0,0.001414701,0.0014932955,0.0013361065,0.0013361065,0.0014932955,0.0013361065,HitBTC,0.0,0.0,0.001414701,0.001414701,0.001414701,7.859449999999993e-05,5.882352941176465,0.0,0.0,1999970000.0,2829359.55897,4505890.0,6374.4870888899995,SENT,2018-01-20
CIC,5,CCCAGG,CIC,USD,4,0.0009428303999999999,1558534162,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0009428303999999999,0.0010999688,0.0009428303999999999,0.0009428303999999999,0.0010999688,0.0009428303999999999,OKEX,0.0,0.0,0.0009428303999999999,0.0009428303999999999,0.0009428303999999999,0.0,0.0,0.0,0.0,3000000000.0,2828491.1999999997,254984984.79999965,240407.59521297755,CIC,2018-05-11
FXT,5,CCCAGG,FXT,USD,4,0.0025938891,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0025152864,0.0026724918,0.0020436702,0.0025938891,0.0026724918,0.002358081,LiveCoin,0.0,0.0,0.0025938891,0.0025938891,0.0025938891,0.0,0.0,7.86026999999999e-05,3.124999999999996,1087156610.0,2819963.680671951,15737788.117042245,40822.0770549054,FXT,2018-05-24
ASTRO,5,CCCAGG,ASTRO,USD,4,0.4018884,1558534134,0.0,0.0,0,0.0,0.0,0.0,0.0,0.4018884,0.4018884,0.4018884,0.3993608,0.4018884,0.3993608,IDEX,0.0,0.0,0.4018884,0.4018884,0.4018884,0.002527599999999963,0.6329113924050541,0.0,0.0,6999999.0,2813218.3981116,275.1089,110.56307564676,ASTRO,2017-11-16
GLD,5,CCCAGG,GLD,USD,4,0.0674411166,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0733363191,0.0733363191,0.0629607627,0.0690131706,0.07585160550000002,0.0629607627,BitTrex,0.0,0.0,0.0674411166,0.0674411166,0.0674411166,-0.0015720540000000033,-2.277904328018228,-0.005895202500000002,-8.038585209003218,41658647.9999715,2809505.737164435,83391.68469054002,5624.028330685144,GLD,2014-12-02
XAUR,5,CCCAGG,XAUR,USD,4,0.0321471955,1558534275,0.0,0.0,0,0.0,0.0,0.0,0.0,0.032854591,0.03458378,0.0312040015,0.0308896035,0.034112183,0.030653805,LiveCoin,0.0,0.0,0.0321471955,0.0321471955,0.0321471955,0.0012575920000000018,4.071246819338429,-0.0007073954999999993,-2.1531100478468876,86642954.1237699,2785327.9849143624,182959.60419359995,5881.638164614278,XAUR,2016-08-21
MER,5,CCCAGG,MER,USD,4,0.05532475520000001,1558534215,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0543031333,0.0593326565,0.0517883717,0.0539102018,0.0593326565,0.0510025087,Upbit,0.0,0.0,0.0550889963,0.05532475520000001,0.0550889963,0.0014145534000000112,2.6239067055393797,0.0010216219000000124,1.8813314037626854,50000000.0,2766237.7600000007,11679526.149133222,646166.9250527944,MER,2017-05-05
SENC,5,CCCAGG,SENC,USD,2,0.0055270824,1558534244,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0043083936,0.006078273600000001,0.0042198996,0.0043083936,0.006078273600000001,0.0042198996,Gateio,0.0,0.0,0.0058835868,0.0058835868,0.0055270824,0.0012186888000000002,28.286384976525824,0.0012186888000000002,28.286384976525824,500000000.0,2763541.2,89786457.2820781,496257.1478021257,SENC,2018-04-30
TNC,5,CCCAGG,TNC,USD,4,0.0055887447,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0053789456,0.0055887447,0.005181785,0.005358724,0.0055887447,0.005181785,Gateio,0.0,0.0,0.0055887447,0.0055887447,0.0055887447,0.00023002070000000072,4.292452830188693,0.00020979910000000056,3.9003759398496345,485996666.0,2716111.2913251705,8298503.696500952,46378.218551750106,TNC,2018-01-24
TFD,5,CCCAGG,TFD,USD,4,0.005384001,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.005358724,0.00556094,0.00429709,0.005788433000000001,0.005990649000000001,0.00429709,Kucoin,0.0,0.0,0.005409278,0.005409278,0.005384001,-0.0004044320000000006,-6.9868995633187865,2.5277000000000632e-05,0.47169811320755906,500000000.0,2692000.5,6597356.657300013,35520.174840259926,TFD,2018-03-28
CSNO,5,CCCAGG,CSNO,USD,4,0.026718152,1558534168,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0291542188,0.0297042984,0.026718152,0.0291542188,0.0297042984,0.026718152,HitBTC,0.0,0.0,0.026718152,0.026718152,0.026718152,-0.002436066800000001,-8.355795148247982,-0.002436066800000001,-8.355795148247982,100000000.0,2671815.1999999997,5015.0,133.99153228,CSNO,2017-09-23
0XBTC,5,CCCAGG,0XBTC,USD,4,0.126405276,1558534134,0.0,0.0,0,0.0,0.0,0.0,0.0,0.126405276,0.126405276,0.126405276,0.29850956,0.29850956,0.126405276,IDEX,0.0,0.0,0.126405276,0.126405276,0.126405276,-0.172104284,-57.6545300592718,0.0,0.0,20999983.69,2654508.7343299487,157.78572697,19.944948366503496,0XBTC,2018-07-17
LEDU,5,CCCAGG,LEDU,USD,4,0.0073083585,1558534212,0.0,0.0,0,0.0,0.0,0.0,0.0,0.008172788,0.0084085415,0.005186577,0.008172788,0.0084085415,0.005186577,LiveCoin,0.0,0.0,0.0073083585,0.0073083585,0.0073083585,-0.0008644295000000005,-10.576923076923082,-0.0008644295000000005,-10.576923076923082,362983094.301868,2652810.5825973586,44878.70478836999,327.9896636090745,LEDU,2018-04-03
BNTY,5,CCCAGG,BNTY,USD,4,0.0052163472,1558534146,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0048650525,0.0057647713,0.0047311056,0.0053654579,0.005800153499999999,0.0048473614,Gateio,0.0,0.0,0.0049686718,0.0052239291,0.0049560353,-0.0001491107000000007,-2.779086198775331,0.00035129470000000006,7.220779220779222,499999999.96,2608173.5997913457,7120877.35036754,37144.96862813313,BNTY,2018-01-05
OK,5,CCCAGG,OK,USD,2,0.0348967128,1558534225,0.0,0.0,0,0.0,0.0,0.0,0.0,0.038905119,0.038905119,0.0348967128,0.0382763494,0.0391409076,0.0348967128,Bleutrade,0.0,0.0,0.0363900406,0.0363900406,0.0348967128,-0.0033796365999999994,-8.829568788501026,-0.004008406200000002,-10.303030303030306,74574579.6125158,2602407.6869186996,1132700.2050278888,39527.51374335935,OK,2014-12-07
ONL,5,CCCAGG,ONL,USD,1,0.043332905,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.042625429,0.043332905,0.04214535599999999,0.043257104,0.043358172,0.04214535599999999,LiveCoin,0.0,0.0,0.043332905,0.043332905,0.043332905,7.580100000000034e-05,0.17523364485981388,0.0007074759999999986,1.6597510373443949,59725382.2185585,2588074.3137654844,7090.844806109673,307.2669043528939,ONL,2018-06-06
CLN,5,CCCAGG,CLN,USD,4,0.0041641676,1558534162,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0045570136,0.0053427056,0.0041641676,0.0045570136,0.0053427056,0.0041641676,HitBTC,0.0,0.0,0.0041641676,0.0041641676,0.0041641676,-0.00039284599999999965,-8.620689655172406,-0.00039284599999999965,-8.620689655172406,615499589.212415,2563043.447211648,43240.0,180.058607024,CLN,2018-05-28
ITL,5,CCCAGG,ITL,USD,4,2.5274e-05,1558534193,0.0,0.0,0,0.0,0.0,0.0,0.0,2.5274e-05,2.5274e-05,2.5274e-05,1.01096e-05,2.5274e-05,1.01096e-05,TradeSatoshi,0.0,0.0,2.5274e-05,2.5274e-05,2.5274e-05,1.5164399999999998e-05,149.99999999999997,0.0,0.0,100000000000.0,2527400.0,37739157.98385656,953.8194788839907,ITL,2018-09-25
LUX,5,CCCAGG,LUX,USD,4,0.330848323,1558534215,0.0,0.0,0,0.0,0.0,0.0,0.0,0.33006246,0.344993857,0.33006246,0.3495518624,0.3495518624,0.33006246,CoinBene,0.0,0.0,0.330848323,0.330848323,0.330848323,-0.018703539400000024,-5.350719424460438,0.0007858629999999978,0.23809523809523742,7579523.71998661,2507672.7118962915,5374.57,1778.16747134611,LUX,2015-04-21
PRA,5,CCCAGG,PRA,USD,4,0.02501631,1558534219,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02476362,0.02729052,0.02375286,0.02577438,0.03436584,0.02375286,OKEX,0.0,0.0,0.02501631,0.02501631,0.02476362,-0.0007580699999999996,-2.9411764705882337,0.00025268999999999986,1.0204081632653055,100000000.0,2501631.0,3424028.909299217,85656.5686439911,PRA,2018-05-11
XEL,5,CCCAGG,XEL,USD,4,0.0271970186,1558534278,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0250747079,0.0277472473,0.0249174997,0.0256249366,0.0277472473,0.0249174997,Upbit,0.0,0.0,0.0271970186,0.0271970186,0.0271970186,0.0015720820000000024,6.134969325153384,0.002122310700000001,8.463949843260194,91676277.0,2493321.410747752,432109.9206507198,11752.10154918215,XEL,2017-07-02
LIF,5,CCCAGG,LIF,USD,4,0.09975647800000001,1558534193,0.0,0.0,0,0.0,0.0,0.0,0.0,0.08974797400000001,0.09975647800000001,0.0796131,0.102031138,0.105822238,0.0796131,IDEX,0.0,0.0,0.09975647800000001,0.09975647800000001,0.09975647800000001,-0.002274659999999984,-2.2293782511766005,0.010008504000000001,11.151788228667982,24976439.4513564,2491561.632647567,25509.92136673466,2544.7799096023964,LIF,2018-07-16
CURE,5,CCCAGG,CURE,USD,2,0.1024719712,1558534168,0.0,0.0,0,0.0,0.0,0.0,0.0,0.1119019072,0.1133163976,0.1008217324,0.1044365412,0.1133163976,0.100585984,LiveCoin,0.0,0.0,0.103729296,0.1038078788,0.1024719712,-0.001964569999999999,-1.8811136192626026,-0.009429936,-8.426966292134832,24150197.417758,2474718.334266812,33932.5620983401,3477.1365260833186,CURE,2015-02-01
IQN,5,CCCAGG,IQN,USD,2,0.44911898,1558534193,0.0,0.0,0,0.0,0.0,68.74547321,30.2480082124,0.404384,0.45569022,0.404384,0.43269088,0.45291008,0.404384,Yobit,0.0,0.0,0.45569022,0.45569022,0.44911898,0.0164281,3.7967289719626174,0.04473497999999998,11.062499999999995,5491860.1987553,2466498.6507675773,3274.9043226600015,1470.1948003953582,IQN,2018-07-21
CBRT,5,CCCAGG,CBRT,USD,4,0.0024264,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00253761,0.003058275,0.0024264,0.00253761,0.003058275,0.0024264,BitZ,0.0,0.0,0.0024264,0.0024264,0.0024264,-0.00011121000000000004,-4.382470119521914,-0.00011121000000000004,-4.382470119521914,1000000000.0,2426400.0,16404139.096500002,39803.00310374761,CBRT,2019-04-12
CPAY,5,CCCAGG,CPAY,USD,4,0.026593508,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.02982922,0.02982922,0.026593508,0.02654295,0.030031452,0.02654295,HitBTC,0.0,0.0,0.026593508,0.026593508,0.026593508,5.055799999999916e-05,0.1904761904761873,-0.0032357120000000017,-10.847457627118649,90414745.0,2404445.2444754597,18601.0,494.665842308,CPAY,2017-12-28
SLR,5,CCCAGG,SLR,USD,4,0.0452711808,1558534243,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0456641598,0.0482578212,0.04338488159999999,0.0473932674,0.0484150128,0.0433062858,LiveCoin,0.0,0.0,0.0452711808,0.0452711808,0.0452711808,-0.0021220866000000033,-4.477611940298514,-0.00039297900000000163,-0.8605851979345991,52600727.6698608,2381297.052553831,27841.586348439305,1260.4214893390076,SLR,2015-02-03
CAPP,5,CCCAGG,CAPP,USD,4,0.00358905,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.003462675,0.00358905,0.003462675,0.00358905,0.00358905,0.003462675,Kucoin,0.0,0.0,0.00358905,0.00358905,0.00358905,0.0,0.0,0.00012637499999999975,3.6496350364963432,663271024.72,2380512.871271316,16020966.303611001,57500.04911197506,CAPP,2017-12-06
FTX,5,CCCAGG,FTX,USD,4,0.0279039585,1558534188,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0239738235,0.0313624773,0.0239738235,0.0237380154,0.0313624773,0.0237380154,HitBTC,0.0,0.0,0.0279039585,0.0279039585,0.0279039585,0.0041659431,17.549668874172184,0.003930134999999998,16.39344262295081,85000000.0,2371836.4725,2536.0,70.764438756,FTX,2018-05-22
NANJ,5,CCCAGG,NANJ,USD,4,7.858850000000001e-05,1558534222,0.0,0.0,0,0.0,0.0,0.0,0.0,7.858850000000001e-05,7.858850000000001e-05,7.858850000000001e-05,7.858850000000001e-05,7.858850000000001e-05,7.858850000000001e-05,HitBTC,0.0,0.0,7.858850000000001e-05,7.858850000000001e-05,7.858850000000001e-05,0.0,0.0,0.0,0.0,30000000000.0,2357655.0000000005,106800.0,8.393251800000002,NANJ,2018-10-13
UBT,5,CCCAGG,UBT,USD,4,0.0157147109,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,0.020069938,0.021561281,0.0018553318,0.0209243006,0.0217584416,0.002173822,IDEX,0.0,0.0,0.01567174,0.0157147109,0.01567174,-0.0052095896999999995,-24.89731819280019,-0.004355227099999998,-21.700251889168754,150000000.0,2357206.6350000002,844470.6288432499,13270.611795812874,UBT,2018-06-26
CSEN,5,CCCAGG,CSEN,USD,4,0.0014181519,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0015470748,0.0015470748,0.0014181519,0.0023560028,0.0023560028,0.0014181519,Bitfinex,0.0,0.0,0.0014181519,0.0014181519,0.0014181519,-0.0009378509000000001,-39.806866952789704,-0.00012892289999999994,-8.33333333333333,1650000000.0,2339950.635,21980939.706875253,31172.311409090584,CSEN,2018-07-16
TIME,5,CCCAGG,TIME,USD,2,3.2708438,1558534251,0.0,0.0,0,0.0,0.0,0.0,0.0,3.2556776,3.3062316,3.1975405,3.3517302,3.3770072,3.1166541,HitBTC,0.0,0.0,3.28601,3.28601,3.2708438,-0.0808863999999998,-2.4132730015082897,0.015166200000000352,0.46583850931678106,710112.8108,2322668.084505753,27457.98309678807,89810.77377263406,TIME,2017-02-28
GUP,5,CCCAGG,GUP,USD,2,0.0234234854,1558534196,0.0,0.0,0,0.0,0.0,0.0,0.0,0.022794667,0.0242095084,0.0223230532,0.0230304739,0.0242095084,0.0226374624,Upbit,0.0,0.0,0.02358069,0.02358069,0.0234234854,0.0003930114999999984,1.7064846416382184,0.0006288183999999981,2.758620689655164,98855149.62,2315532.1538388855,729727.2601799385,17092.75582480679,GUP,2017-04-12
CPY,5,CCCAGG,CPY,USD,4,0.0429743,1558534159,0.0,0.0,0,0.0,0.0,0.0,0.0,0.041786187,0.0429743,0.041786187,0.041786187,0.0429743,0.041786187,HitBTC,0.0,0.0,0.0429743,0.0429743,0.0429743,0.0011881129999999976,2.843315184513001,0.0011881129999999976,2.843315184513001,53000748.0,2277670.0447764,2565.0,110.2290795,CPY,2018-03-01
